order_id,order_date,customer_id,category,region,channel,quantity,unit_price,discount_rate,returned,delivery_days,rating
O00295,2025-11-26,C0183,Books,Incheon,App,1,19600.0,0.0,0,2.0,5.0
O00296,2025-12-09,C0279,Fashion,Seoul,App,1,40700.0,0.0,0,4.0,3.0
O00297,2025-12-27,C0160,Electronics,Daegu,App,1,94400.0,0.2,0,1.0,5.0
O00298,2025-11-16,C0006,Home,Busan,App,1,46600.0,0.0,0,3.0,4.0
O00299,2025-11-11,C0092,Electronics,Daejeon,App,3,155700.0,0.1,0,2.0,4.0
O00300,2025-09-23,C0278,Electronics,Busan,Web,2,88500.0,0.2,1,1.0,5.0
O00301,2025-11-11,C0156,Books,Incheon,App,1,20400.0,0.05,0,1.0,5.0
O00302,2025-02-25,C0286,Food,,Web,1,13800.0,0.05,0,3.0,4.0
O00303,2025-08-10,C0153,Fashion,Busan,Web,2,33500.0,0.1,0,3.0,3.0
O00304,2025-08-01,C0004,Books,Incheon,App,1,19700.0,0.0,0,3.0,5.0
O00305,2025-11-29,C0262,Electronics,Seoul,App,1,129100.0,0.05,0,5.0,2.0
O00306,2025-07-11,C0229,Fashion,Daegu,Web,1,44600.0,0.2,0,4.0,4.0
O00307,2025-06-09,C0215,Food,Daegu,Web,1,24000.0,0.1,0,2.0,5.0
O00308,2025-09-22,C0292,Fashion,Daejeon,Web,1,57900.0,0.2,0,7.0,4.0
O00309,2025-04-21,C0059,Food,Busan,App,2,13300.0,0.3,0,6.0,4.0
O00310,2025-02-27,C0272,Books,Busan,Web,1,18100.0,0.05,0,4.0,4.0
O00311,2025-07-17,C0070,Electronics,Incheon,App,2,148900.0,0.1,0,1.0,5.0
O00312,2025-06-22,C0292,Electronics,Daegu,App,1,130200.0,0.1,0,7.0,3.0
O00313,2025-04-07,C0058,Books,Daejeon,App,3,22200.0,0.1,1,6.0,4.0
O00314,2025-06-02,C0166,Home,Seoul,App,1,41300.0,0.1,0,4.0,4.0
O00315,2025-06-01,C0237,Home,Busan,Web,1,27100.0,0.1,0,2.0,5.0
O00316,2025-05-16,C0024,Home,Busan,Web,1,29400.0,0.2,1,1.0,5.0
O00317,2025-06-07,C0021,Home,Busan,App,1,44700.0,0.0,0,3.0,5.0
O00318,2025-10-11,C0255,Food,Incheon,Web,1,25200.0,0.1,0,2.0,4.0
O00319,2025-05-03,C0019,Home,Daejeon,Web,2,26900.0,0.0,0,2.0,5.0
O00320,2025-12-20,C0185,Electronics,Seoul,Web,1,92400.0,0.1,0,3.0,5.0
O00321,2025-12-12,C0282,Food,Daejeon,Web,1,22200.0,0.1,0,1.0,5.0
O00322,2025-07-19,C0185,Food,Daegu,App,1,13400.0,0.1,0,3.0,5.0
O00323,2025-05-16,C0145,Electronics,Daegu,App,2,89800.0,0.05,0,7.0,3.0
O00324,2025-08-10,C0126,Fashion,Daegu,App,3,59500.0,0.05,0,7.0,4.0
O00325,2025-11-27,C0192,Food,Seoul,App,2,22700.0,0.0,1,1.0,5.0
O00326,2025-09-28,C0172,Food,Daegu,App,2,23700.0,0.0,0,5.0,3.0
O00327,2025-11-17,C0151,Electronics,Busan,App,2,138600.0,0.0,0,7.0,3.0
O00328,2025-08-09,C0047,Electronics,Incheon,App,2,111100.0,0.2,0,5.0,2.0
O00329,2025-09-19,C0199,Home,Daegu,App,1,46700.0,0.0,0,3.0,5.0
O00330,2025-04-30,C0222,Home,Daegu,Web,2,31800.0,0.3,0,4.0,3.0
O00331,2025-11-01,C0213,Books,Busan,App,2,14300.0,0.0,0,2.0,4.0
O00332,2025-03-25,C0023,Home,Busan,Web,1,46200.0,0.1,0,3.0,5.0
O00333,2025-10-15,C0211,Books,Incheon,Web,2,18800.0,0.1,0,7.0,4.0
O00334,2025-11-29,C0219,Fashion,Seoul,Web,1,59700.0,0.1,0,5.0,2.0
O00335,2025-02-24,C0056,Home,Daegu,Web,1,28300.0,0.1,0,4.0,4.0
O00336,2025-09-12,C0255,Electronics,Seoul,Web,1,-1000.0,0.1,0,1.0,5.0
O00337,2025-02-09,C0158,Home,Incheon,App,2,39500.0,0.2,0,7.0,3.0
O00338,2025-10-28,C0142,Electronics,Daegu,App,3,140100.0,0.1,0,2.0,5.0
O00339,2025-02-04,C0217,Home,Seoul,Web,1,46900.0,0.0,0,6.0,3.0
O00340,2025-12-17,C0153,Fashion,Daejeon,App,1,43500.0,0.0,0,3.0,3.0
O00341,2025-02-26,C0164,Electronics,Busan,Web,1,144400.0,0.1,0,2.0,5.0
O00342,2025-12-22,C0094,Electronics,Seoul,App,1,137800.0,0.05,0,2.0,4.0
O00343,2025-11-16,C0279,Home,Daegu,Web,5,43800.0,0.05,0,3.0,3.0
O00344,2025-09-03,C0291,Books,Incheon,Web,1,21200.0,0.1,0,5.0,4.0
O00345,2025-11-12,C0040,Electronics,Daegu,App,1,141100.0,0.05,0,3.0,5.0
O00346,2025-11-14,C0220,Home,Daegu,App,-1,26200.0,0.1,0,1.0,4.0
O00347,2025-12-19,C0008,Fashion,Incheon,App,5,37300.0,0.1,0,2.0,5.0
O00348,2025-04-15,C0111,Books,Daejeon,App,1,21900.0,0.1,0,2.0,4.0
O00349,2025-09-02,C0291,Home,Busan,App,2,48200.0,0.1,0,3.0,4.0
O00350,2025-02-09,C0053,Books,Incheon,Web,1,22000.0,0.2,0,7.0,2.0
O00351,2025-09-12,C0114,Fashion,Seoul,Web,1,32700.0,0.1,0,7.0,3.0
O00352,2025-03-12,C0066,Electronics,Daegu,Web,2,116100.0,0.3,0,7.0,3.0
O00353,2025-08-22,C0219,Home,Busan,Web,-1,43100.0,0.0,0,1.0,4.0
O00354,2025-08-25,C0140,Food,,Web,2,22100.0,0.1,0,4.0,5.0
O00355,2025-07-12,C0178,Books,Daejeon,App,1,12200.0,0.1,0,1.0,4.0
O00356,2025-08-05,C0283,Books,Daejeon,Web,2,18000.0,0.05,1,4.0,4.0
O00357,2025-11-07,C0157,Books,Daejeon,App,2,12800.0,0.0,0,5.0,5.0
O00358,2025-11-15,C0221,Food,Seoul,App,2,18800.0,0.1,0,6.0,5.0
O00359,2025-07-23,C0030,Fashion,Seoul,App,1,39100.0,0.05,0,3.0,5.0
O00360,2025-09-06,C0065,Home,Daejeon,App,2,25800.0,0.2,0,1.0,
O00361,2025-12-16,C0285,Electronics,Busan,Web,5,90700.0,0.05,0,4.0,4.0
O00362,2025-02-19,C0258,Home,Seoul,Web,1,46800.0,0.0,0,3.0,
O00363,2025-02-18,C0198,Fashion,Busan,App,1,55000.0,0.1,0,5.0,4.0
O00364,2025-02-06,C0114,Electronics,Daejeon,App,3,162300.0,0.05,0,1.0,3.0
O00365,2025-09-30,C0060,Fashion,Busan,Web,1,46300.0,0.0,0,5.0,3.0
O00366,2025-06-23,C0256,Home,Seoul,Web,2,34600.0,0.1,0,3.0,4.0
O00367,2025-11-10,C0236,Fashion,Daegu,App,2,42800.0,0.05,0,6.0,4.0
O00368,2025-10-05,C0073,Books,Seoul,App,1,18100.0,0.0,1,7.0,3.0
O00369,2025-05-19,C0177,Home,Busan,Web,2,33100.0,0.1,0,2.0,5.0
O00370,2025-12-08,C0186,Books,Seoul,App,2,19600.0,0.1,0,,4.0
O00371,2025-11-07,C0144,Food,,App,1,22700.0,0.1,1,1.0,5.0
O00372,2025-04-22,C0279,Electronics,Incheon,Web,3,157600.0,0.05,0,7.0,2.0
O00373,2025-05-31,C0038,Fashion,Daejeon,App,1,39100.0,0.0,0,4.0,5.0
O00374,2025-05-11,C0078,Food,Busan,Web,1,19200.0,0.3,0,6.0,3.0
O00375,2025-03-07,C0029,Home,Busan,App,3,30000.0,0.1,0,6.0,5.0
O00376,2025-03-03,C0208,Fashion,Seoul,App,1,32700.0,0.0,0,5.0,5.0
O00377,2025-12-17,C0194,Home,Busan,Web,3,41800.0,0.2,0,3.0,5.0
O00378,2025-07-01,C0297,Books,Incheon,App,1,17300.0,0.0,0,6.0,4.0
O00379,2025-06-08,C0163,Fashion,Seoul,App,1,54300.0,0.1,0,4.0,2.0
O00380,2025-10-29,C0046,Electronics,Incheon,App,1,91400.0,0.1,0,5.0,4.0
O00381,2025-08-17,C0136,Fashion,Daejeon,Web,2,62900.0,0.3,0,5.0,5.0
O00382,2025-12-17,C0027,Books,Daegu,App,3,22300.0,0.3,0,4.0,
O00383,2025-11-11,C0202,Food,Daegu,App,3,18500.0,0.0,0,1.0,4.0
O00384,2025-07-18,C0203,Books,Daejeon,App,5,20900.0,0.1,0,3.0,4.0
O00385,2025-06-05,C0258,Books,Daegu,Web,2,13900.0,0.0,0,7.0,
O00386,2025-12-28,C0102,Electronics,Daegu,App,2,146000.0,0.1,1,4.0,4.0
O00387,2025-10-25,C0094,Fashion,Daejeon,App,1,59200.0,0.1,0,5.0,2.0
O00388,2025-12-20,C0022,Electronics,Seoul,App,3,152400.0,0.0,0,2.0,5.0
O00389,2025-02-19,C0125,Electronics,Daejeon,App,2,152200.0,0.0,0,5.0,5.0
O00390,2025-11-27,C0143,Books,Busan,Web,3,16400.0,0.0,0,4.0,4.0
O00391,2025-09-21,C0227,Books,Daegu,Web,1,20400.0,0.0,0,2.0,5.0
O00392,2025-02-20,C0227,Electronics,Daejeon,App,1,142000.0,0.0,0,2.0,4.0
O00393,2025-09-01,C0043,Food,Incheon,App,2,14300.0,0.2,0,3.0,4.0
O00394,2025-10-11,C0086,Home,Seoul,Web,1,27300.0,0.05,1,4.0,3.0
O00395,2025-01-06,C0154,Electronics,Busan,App,1,148800.0,0.1,0,2.0,5.0
O00396,2025-07-07,C0101,Books,Incheon,App,4,18200.0,0.2,0,2.0,3.0
O00397,2025-11-21,C0008,Books,Daejeon,Web,1,17000.0,0.1,0,2.0,3.0
O00398,2025-05-03,C0254,Home,Daejeon,Web,1,46700.0,0.05,0,3.0,4.0
O00399,2025-07-09,C0220,Food,Incheon,App,1,20900.0,0.2,0,6.0,3.0
O00400,2025-07-03,C0157,Fashion,Daejeon,App,1,44000.0,0.1,0,4.0,4.0
O00401,2025-05-05,C0096,Food,Incheon,Web,2,17800.0,0.1,0,4.0,3.0
O00402,2025-12-13,C0253,Home,,App,4,39300.0,0.2,1,2.0,5.0
O00403,2025-11-11,C0011,Books,Daejeon,App,5,19700.0,0.1,0,4.0,4.0
O00404,2025-02-15,C0134,Electronics,Daegu,App,2,131400.0,0.05,0,7.0,3.0
O00405,2025-12-31,C0241,Electronics,Incheon,App,2,126700.0,0.2,0,6.0,4.0
O00406,2025-12-04,C0286,Books,Incheon,App,1,19300.0,0.05,0,4.0,5.0
O00407,2025-04-28,C0076,Fashion,Daegu,App,3,-1000.0,0.2,0,3.0,5.0
O00408,2025-11-24,C0196,Fashion,Daegu,Web,1,57700.0,0.0,0,,5.0
O00409,2025-02-14,C0057,Food,Incheon,App,1,13400.0,0.0,0,1.0,5.0
O00410,2025-12-31,C0035,Electronics,Seoul,Web,4,147400.0,0.05,1,1.0,3.0
O00411,2025-10-03,C0106,Home,Seoul,App,3,37100.0,0.0,0,6.0,2.0
O00412,2025-09-27,C0266,Fashion,Seoul,Web,1,33900.0,0.3,1,6.0,3.0
O00413,2025-02-07,C0207,Electronics,Incheon,App,2,141000.0,0.0,0,7.0,3.0
O00414,2025-12-08,C0147,Books,Daegu,Web,1,19200.0,0.1,0,5.0,4.0
O00415,2025-01-12,C0085,Electronics,Daejeon,Web,1,128000.0,0.0,0,7.0,3.0
O00416,2025-04-10,C0043,Electronics,Busan,Web,1,150700.0,0.3,0,3.0,5.0
O00417,2025-03-01,C0082,Food,Daegu,App,1,16400.0,0.05,0,2.0,4.0
O00418,2025-11-10,C0046,Books,Daegu,App,2,13500.0,0.0,0,2.0,
O00419,2025-03-24,C0057,Electronics,Seoul,Web,1,113500.0,0.0,0,2.0,3.0
O00420,2025-12-11,C0207,Food,Busan,App,1,17800.0,0.1,0,6.0,4.0
O00421,2025-09-29,C0040,Home,Busan,App,1,41600.0,0.3,0,1.0,3.0
O00422,2025-01-15,C0015,Books,Daejeon,Web,4,20700.0,0.3,0,7.0,4.0
O00423,2025-01-03,C0163,Electronics,Daejeon,App,2,144600.0,0.0,0,6.0,2.0
O00424,2025-01-22,C0086,Books,Daejeon,App,3,13100.0,0.05,1,3.0,4.0
O00425,2025-09-08,C0137,Food,Incheon,Web,1,17200.0,0.0,0,5.0,4.0
O00426,2025-11-16,C0042,Books,Incheon,App,2,13000.0,0.05,0,1.0,5.0
O00427,2025-04-09,C0063,Fashion,Busan,Web,3,53100.0,0.1,0,4.0,3.0
O00428,2025-11-27,C0133,Books,Daegu,App,1,14000.0,0.0,0,1.0,4.0
O00429,2025-01-24,C0208,Food,Seoul,App,1,19200.0,0.1,1,1.0,4.0
O00430,2025-11-16,C0125,Electronics,Busan,App,1,150500.0,0.2,0,1.0,3.0
O00431,2025-12-15,C0163,Books,Seoul,App,1,18700.0,0.0,0,6.0,4.0
O00432,2025-11-09,C0157,Food,Incheon,App,1,16400.0,0.0,0,6.0,4.0
O00433,2025-10-16,C0081,Fashion,Busan,App,1,42000.0,0.0,1,7.0,4.0
O00434,2025-11-24,C0084,Home,Seoul,Web,1,40500.0,0.0,0,7.0,4.0
O00435,2025-01-17,C0128,Fashion,Busan,Web,2,48800.0,0.0,0,7.0,3.0
O00436,2025-03-25,C0010,Home,Daejeon,App,1,26900.0,0.1,0,7.0,3.0
O00437,2025-02-21,C0206,Books,Incheon,Web,1,21000.0,0.0,1,1.0,4.0
O00438,2025-07-28,C0185,Books,Daejeon,Web,2,16900.0,0.1,0,6.0,3.0
O00439,2025-11-03,C0092,Fashion,Daejeon,Web,1,46400.0,0.2,0,6.0,2.0
O00440,2025-09-18,C0113,Books,Daejeon,App,1,13400.0,0.2,0,2.0,4.0
O00441,2025-11-27,C0099,Home,Busan,Web,1,33700.0,0.1,0,1.0,5.0
O00442,2025-03-06,C0196,Food,Daejeon,Web,1,16800.0,0.0,1,7.0,3.0
O00443,2025-10-31,C0228,Food,Daejeon,Web,1,16000.0,0.0,1,7.0,5.0
O00444,2025-03-21,C0033,Home,Daejeon,Web,1,38400.0,0.0,0,3.0,3.0
O00445,2025-04-23,C0124,Home,Busan,App,1,35800.0,0.3,1,1.0,5.0
O00446,2025-10-21,C0005,Home,Busan,Web,5,46300.0,0.3,0,3.0,3.0
O00447,2025-12-27,C0136,Books,Incheon,App,3,21700.0,0.05,0,1.0,4.0
O00448,2025-09-11,C0075,Fashion,Daejeon,App,1,38400.0,0.0,0,5.0,3.0
O00449,2025-01-23,C0101,Fashion,Daejeon,Web,1,34700.0,0.05,0,3.0,5.0
O00450,2025-09-13,C0137,Fashion,Incheon,App,1,56200.0,0.0,0,1.0,4.0
O00451,2025-01-18,C0098,Electronics,Seoul,App,3,167600.0,0.3,0,7.0,3.0
O00452,2025-12-05,C0119,Fashion,Incheon,App,3,58700.0,0.0,0,6.0,3.0
O00453,2025-10-21,C0230,Electronics,Daegu,Web,1,86000.0,0.05,0,7.0,2.0
O00454,2025-03-13,C0244,Electronics,Incheon,Web,1,105100.0,0.05,0,7.0,3.0
O00455,2025-02-07,C0002,Food,Busan,App,1,13100.0,0.0,0,1.0,4.0
O00456,2025-03-17,C0114,Electronics,Busan,App,3,152900.0,0.05,0,6.0,4.0
O00457,2025-12-27,C0255,Home,Seoul,App,3,38700.0,0.2,0,6.0,4.0
O00458,2025-07-09,C0160,Food,Busan,App,1,19100.0,0.0,0,6.0,3.0
O00459,2025-11-12,C0062,Food,Daegu,Web,2,19600.0,0.1,0,2.0,4.0
O00460,2025-09-21,C0179,Home,Busan,App,1,30700.0,0.05,0,3.0,3.0
O00461,2025-08-25,C0044,Electronics,Daejeon,App,2,134500.0,0.0,0,7.0,4.0
O00462,2025-03-02,C0007,Books,Seoul,App,3,11500.0,0.0,0,1.0,4.0
O00463,2025-12-19,C0190,Books,Incheon,Web,1,18400.0,0.0,0,,4.0
O00464,2025-05-05,C0155,Food,Incheon,Web,1,21900.0,0.0,1,6.0,5.0
O00465,2025-08-28,C0227,Electronics,Daejeon,App,2,140500.0,0.05,0,6.0,3.0
O00466,2025-10-17,C0104,Electronics,Daejeon,App,1,111900.0,0.2,1,5.0,3.0
O00467,2025-09-26,C0257,Fashion,Incheon,App,3,57500.0,0.1,1,6.0,3.0
O00468,2025-12-18,C0127,Electronics,Daegu,Web,1,144100.0,0.2,0,7.0,4.0
O00469,2025-03-03,C0222,Books,Daegu,Web,3,12600.0,0.05,0,6.0,3.0
O00470,2025-07-30,C0031,Fashion,Incheon,App,1,37600.0,0.1,0,1.0,4.0
O00471,2025-06-17,C0030,Fashion,Seoul,App,1,51600.0,0.1,0,2.0,5.0
O00472,2025-07-16,C0235,Books,Incheon,App,1,14400.0,0.0,0,3.0,5.0
O00473,2025-02-19,C0251,Books,Busan,App,1,12500.0,0.0,1,3.0,4.0
O00474,2025-02-25,C0283,Fashion,Incheon,App,1,36400.0,0.05,0,3.0,3.0
O00475,2025-04-26,C0098,Fashion,Daegu,App,2,36700.0,0.1,0,2.0,5.0
O00476,2025-05-07,C0007,Home,Busan,App,1,36200.0,0.05,0,5.0,3.0
O00477,2025-06-27,C0294,Food,Busan,App,1,20300.0,0.0,0,1.0,
O00478,2025-09-10,C0181,Books,Daejeon,App,1,13200.0,0.3,0,6.0,4.0
O00479,2025-09-20,C0075,Books,Busan,App,1,19200.0,0.0,1,,2.0
O00480,2025-06-20,C0230,Books,Seoul,App,3,14300.0,0.3,0,7.0,3.0
O00481,2025-06-19,C0272,Electronics,Daegu,App,4,110200.0,0.2,0,1.0,5.0
O00482,2025-04-01,C0086,Fashion,Daegu,App,1,38500.0,0.2,0,3.0,5.0
O00483,2025-09-01,C0231,Home,Daejeon,App,2,43700.0,0.1,0,7.0,3.0
O00484,2025-05-12,C0237,Electronics,Daegu,App,2,164600.0,0.0,0,4.0,2.0
O00485,2025-01-15,C0151,Fashion,Daejeon,App,5,47000.0,0.1,0,4.0,5.0
O00486,2025-06-23,C0190,Electronics,Incheon,App,1,87500.0,0.1,0,1.0,5.0
O00487,2025-07-16,C0081,Books,Busan,App,1,14100.0,0.1,0,6.0,3.0
O00488,2025-04-04,C0279,Electronics,Daejeon,App,1,97300.0,0.0,0,2.0,4.0
O00489,2025-08-25,C0295,Electronics,Busan,Web,3,154800.0,0.0,0,7.0,3.0
O00490,2025-08-23,C0295,Electronics,Busan,App,2,91100.0,0.0,0,3.0,5.0
O00491,2025-10-18,C0222,Electronics,Daejeon,App,1,165200.0,0.05,0,2.0,
O00492,2025-09-26,C0013,Home,Daejeon,Web,1,38900.0,0.1,1,5.0,4.0
O00493,2025-09-27,C0110,Fashion,Busan,App,2,47800.0,0.2,0,4.0,3.0
O00494,2025-05-11,C0134,Books,Daegu,App,3,20700.0,0.1,0,4.0,3.0
O00495,2025-11-13,C0288,Fashion,Daejeon,Web,1,32400.0,0.1,0,7.0,2.0
O00496,2025-08-16,C0165,Home,Daegu,App,2,43500.0,0.0,0,3.0,4.0
O00497,2025-06-28,C0161,Food,Seoul,App,1,14100.0,0.05,0,3.0,5.0
O00498,2025-09-17,C0045,Food,Daegu,App,1,23200.0,0.0,0,5.0,5.0
O00499,2025-05-30,C0239,Food,Seoul,Web,2,19300.0,0.0,0,2.0,5.0
O00500,2025-08-01,C0101,Fashion,Daejeon,App,2,33400.0,0.0,0,6.0,3.0
O00501,2025-11-01,C0028,Home,Seoul,App,4,44900.0,0.0,0,2.0,4.0
O00502,2025-12-05,C0297,Books,Daejeon,App,1,11500.0,0.0,0,2.0,5.0
O00503,2025-12-13,C0058,Books,Seoul,Web,1,12700.0,0.1,0,1.0,3.0
O00504,2025-07-28,C0005,Food,Incheon,App,1,22700.0,0.0,0,3.0,4.0
O00505,2025-08-04,C0024,Food,Busan,App,1,18500.0,0.0,0,5.0,5.0
O00506,2025-11-15,C0136,Books,Daejeon,App,1,21100.0,0.0,0,5.0,3.0
O00507,2025-05-11,C0031,Food,Busan,App,1,20600.0,0.1,0,7.0,3.0
O00508,2025-11-24,C0253,Books,Daegu,App,1,18200.0,0.1,0,6.0,4.0
O00509,2025-07-24,C0154,Electronics,Seoul,App,1,108500.0,0.0,0,3.0,4.0
O00510,2025-02-17,C0098,Fashion,Incheon,Web,1,35700.0,0.0,1,6.0,3.0
O00511,2025-01-30,C0001,Electronics,Daejeon,App,3,164700.0,0.3,0,2.0,5.0
O00512,2025-11-25,C0144,Electronics,Daejeon,App,1,92800.0,0.1,0,2.0,5.0
O00513,2025-01-23,C0046,Home,Busan,App,2,37500.0,0.1,0,3.0,5.0
O00514,2025-04-27,C0294,Fashion,Busan,App,3,40100.0,0.05,0,4.0,4.0
O00515,2025-05-19,C0088,Home,Incheon,App,2,31000.0,0.2,0,2.0,4.0
O00516,2025-03-13,C0143,Home,Incheon,App,1,39100.0,0.2,0,,4.0
O00517,2025-05-10,C0006,Food,Incheon,App,1,22700.0,0.05,0,2.0,4.0
O00518,2025-11-02,C0040,Books,Seoul,Web,2,19900.0,0.1,0,3.0,3.0
O00519,2025-01-07,C0063,Books,Daegu,App,1,20900.0,0.0,0,5.0,4.0
O00520,2025-11-22,C0016,Fashion,Busan,App,1,40700.0,0.1,0,4.0,5.0
O00521,2025-11-29,C0218,Fashion,Busan,App,1,46200.0,0.05,0,3.0,5.0
O00522,2025-06-04,C0284,Food,Daejeon,App,2,12700.0,0.0,0,,3.0
O00523,2025-03-05,C0296,Electronics,Daegu,Web,1,146700.0,0.3,0,4.0,3.0
O00524,2025-09-06,C0080,Home,Busan,Web,2,31900.0,0.2,1,1.0,5.0
O00525,2025-02-19,C0237,Home,Daejeon,App,1,38300.0,0.0,0,6.0,4.0
O00526,2025-06-01,C0152,Electronics,Busan,App,1,98200.0,0.3,0,5.0,3.0
O00527,2025-12-22,C0014,Food,Incheon,Web,3,22900.0,0.0,0,2.0,4.0
O00528,2025-12-30,C0028,Fashion,Busan,Web,1,57200.0,0.05,0,6.0,3.0
O00529,2025-11-09,C0165,Electronics,Seoul,App,2,157700.0,0.2,0,3.0,4.0
O00530,2025-05-09,C0128,Food,Incheon,App,1,13200.0,0.0,0,2.0,5.0
O00531,2025-10-12,C0003,Electronics,Incheon,Web,1,167400.0,0.05,0,2.0,5.0
O00532,2025-10-19,C0280,Food,Daejeon,Web,3,15700.0,0.1,0,6.0,4.0
O00533,2025-06-10,C0220,Electronics,Busan,App,1,110000.0,0.0,0,2.0,4.0
O00534,2025-09-23,C0151,Home,Daejeon,Web,1,30600.0,0.05,0,4.0,3.0
O00535,2025-01-05,C0297,Books,Daegu,App,3,14200.0,0.0,0,6.0,4.0
O00536,2025-03-28,C0292,Fashion,Seoul,App,2,48900.0,0.1,0,6.0,3.0
O00537,2025-08-06,C0293,Food,Daegu,Web,2,15600.0,0.0,0,4.0,5.0
O00538,2025-03-09,C0078,Food,Incheon,App,1,17600.0,0.0,0,7.0,5.0
O00539,2025-03-10,C0265,Books,Busan,Web,1,18500.0,0.1,0,3.0,5.0
O00540,2025-11-24,C0152,Electronics,Incheon,Web,2,154200.0,0.0,0,7.0,2.0
O00541,2025-12-29,C0218,Food,Busan,App,1,21300.0,0.05,0,2.0,5.0
O00542,2025-08-19,C0258,Books,Daegu,App,1,17900.0,0.1,0,1.0,5.0
O00543,2025-11-25,C0049,Food,Incheon,App,2,14500.0,0.1,0,6.0,4.0
O00544,2025-12-29,C0135,Electronics,Incheon,Web,1,152600.0,0.0,0,6.0,3.0
O00545,2025-02-28,C0039,Books,Busan,Web,1,11600.0,0.2,0,7.0,4.0
O00546,2025-07-05,C0084,Electronics,Busan,App,1,106200.0,0.1,0,7.0,3.0
O00547,2025-06-12,C0125,Home,Incheon,App,1,25900.0,0.0,0,1.0,5.0
O00548,2025-02-03,C0257,Home,Incheon,App,2,40900.0,0.1,0,5.0,3.0
O00549,2025-11-05,C0259,Home,Busan,Web,3,33500.0,0.1,0,5.0,4.0
O00550,2025-06-29,C0117,Home,Incheon,App,1,40500.0,0.1,0,5.0,4.0
O00551,2025-07-14,C0099,Electronics,Busan,App,1,113200.0,0.1,0,1.0,5.0
O00552,2025-03-04,C0160,Home,Incheon,App,2,35700.0,0.1,0,1.0,5.0
O00553,2025-03-16,C0274,Books,Seoul,Web,1,16300.0,0.3,0,5.0,4.0
O00554,2025-12-10,C0293,Home,Incheon,App,1,25600.0,0.1,0,6.0,3.0
O00555,2025-01-19,C0069,Fashion,Daegu,Web,4,45100.0,0.2,0,2.0,5.0
O00556,2025-04-07,C0056,Books,Daejeon,App,2,18400.0,0.1,0,1.0,5.0
O00557,2025-05-01,C0213,Electronics,Daegu,App,1,129900.0,0.2,0,3.0,3.0
O00558,2025-07-22,C0091,Home,Daegu,App,5,26300.0,0.3,0,3.0,5.0
O00559,2025-08-31,C0060,Home,Seoul,App,1,40900.0,0.0,0,7.0,3.0
O00560,2025-07-24,C0010,Home,Busan,App,4,32100.0,0.0,0,7.0,2.0
O00561,2025-02-04,C0121,Books,Daegu,App,1,11400.0,0.1,0,,3.0
O00562,2025-04-11,C0118,Home,Daejeon,App,1,28300.0,0.05,0,7.0,3.0
O00563,2025-11-26,C0169,Books,Incheon,App,4,16800.0,0.1,0,2.0,4.0
O00564,2025-09-21,C0061,Electronics,Daejeon,Web,1,110100.0,0.1,0,7.0,2.0
O00565,2025-09-26,C0215,Food,Busan,App,1,21300.0,0.2,0,4.0,4.0
O00566,2025-10-05,C0205,Home,Seoul,App,1,30400.0,0.05,1,4.0,5.0
O00567,2025-11-07,C0139,Fashion,Seoul,App,2,55800.0,0.1,0,1.0,4.0
O00568,2025-01-25,C0055,Fashion,Incheon,App,2,40500.0,0.0,0,2.0,4.0
O00569,2025-06-01,C0153,Food,Daegu,App,1,20400.0,0.05,0,2.0,5.0
O00570,2025-08-12,C0203,Food,Busan,Web,2,22700.0,0.0,0,4.0,5.0
O00571,2025-05-21,C0112,Food,Daegu,App,2,17500.0,0.05,0,2.0,5.0
O00572,2025-11-26,C0080,Electronics,Daegu,Web,1,87900.0,0.05,0,1.0,3.0
O00573,2025-07-19,C0152,Home,Busan,Web,1,37600.0,0.1,0,5.0,
O00574,2025-11-08,C0107,Books,Busan,App,1,22300.0,0.1,0,7.0,4.0
O00575,2025-11-27,C0121,Electronics,Daegu,Web,1,165400.0,0.05,0,1.0,5.0
O00576,2025-07-28,C0105,Home,Daegu,Web,1,29900.0,0.0,0,4.0,3.0
O00577,2025-12-11,C0092,Home,Seoul,App,1,43000.0,0.0,0,7.0,2.0
O00578,2025-08-31,C0216,Books,Busan,Web,1,15100.0,0.3,0,3.0,4.0
O00579,2025-11-27,C0139,Fashion,Incheon,App,1,36500.0,0.2,0,2.0,4.0
O00580,2025-05-21,C0140,Home,Incheon,Web,2,40800.0,0.0,0,1.0,5.0
O00581,2025-07-26,C0196,Food,Seoul,App,1,18900.0,0.0,0,7.0,4.0
O00582,2025-08-08,C0109,Electronics,Daejeon,App,5,129300.0,0.05,0,3.0,4.0
O00583,2025-02-13,C0031,Books,Busan,App,3,20500.0,0.1,0,1.0,5.0
O00584,2025-06-14,C0256,Books,Busan,App,2,15000.0,0.05,0,7.0,4.0
O00585,2025-12-12,C0017,Food,Seoul,App,4,21000.0,0.0,0,6.0,
O00586,2025-09-19,C0172,Food,Daejeon,App,3,17200.0,0.05,0,5.0,3.0
O00587,2025-03-15,C0080,Food,Busan,Web,1,13100.0,0.0,1,1.0,5.0
O00588,2025-05-21,C0065,Food,Daejeon,App,2,17400.0,0.0,0,1.0,5.0
O00589,2025-03-21,C0013,Books,Incheon,App,1,21800.0,0.0,0,,5.0
O00590,2025-01-11,C0271,Home,Daejeon,Web,2,36300.0,0.1,0,2.0,4.0
O00591,2025-12-15,C0129,Home,Seoul,App,1,27200.0,0.05,0,4.0,2.0
